Date,AMZN,BA,DIS,IBM,KO,MSFT
2017-07-25,1039.87,203.83,103.92,133.86,42.66,71.61
2017-07-26,1052.8,223.96,104.43,133.1,43.13,71.47
2017-07-27,1046.0,231.21,107.42,132.84,43.49,70.61
2017-07-28,1020.04,231.47,107.38,132.12,43.38,70.5
2017-07-31,987.78,232.61,107.35,132.47,43.22,70.17
2017-08-01,996.19,229.71,108.01,133.05,43.09,70.05
2017-08-02,995.89,228.28,106.12,132.27,42.99,69.74
2017-08-03,986.92,228.57,106.56,132.72,43.06,69.64
2017-08-04,987.58,228.05,105.16,132.92,42.9,70.15
2017-08-07,992.27,230.47,103.85,131.37,43.03,69.88
2017-08-08,989.84,229.77,104.47,131.5,43.0,70.26
2017-08-09,982.01,226.13,100.42,131.19,42.99,69.95
2017-08-10,956.92,224.75,98.97,131.25,43.13,68.92
2017-08-11,967.99,226.68,99.6,131.25,42.99,69.98
2017-08-14,983.3,228.87,99.02,131.7,43.19,71.03
2017-08-15,982.74,230.82,99.13,131.47,43.55,71.05
2017-08-16,978.18,229.29,99.8,131.86,43.56,71.46
2017-08-17,960.57,227.36,99.0,130.2,43.24,70.25
2017-08-18,958.47,227.54,98.34,129.27,43.06,70.34
2017-08-21,953.29,227.45,98.8,129.86,43.07,70.01
2017-08-22,966.9,231.38,100.36,130.48,43.0,70.99
2017-08-23,958.0,229.78,99.12,131.53,42.94,70.56
2017-08-24,952.45,230.4,99.14,132.27,42.82,70.53
2017-08-25,945.26,227.65,100.01,133.01,42.97,70.66
2017-08-28,946.02,228.9,100.15,131.87,42.83,70.67
2017-08-29,954.06,232.09,100.16,132.46,42.86,70.88
2017-08-30,967.59,232.06,100.46,131.92,42.8,71.81
2017-08-31,980.6,231.29,98.83,132.35,42.95,72.55
2017-09-01,978.25,231.94,99.12,133.33,43.17,71.75
2017-09-05,965.27,228.73,99.22,132.36,43.3,71.43
2017-09-06,967.8,226.43,99.12,133.08,43.34,71.22
2017-09-07,979.47,228.06,94.78,132.23,43.64,72.13
2017-09-08,965.9,230.44,94.79,131.82,43.66,71.78
2017-09-11,977.96,232.19,94.81,134.05,43.86,72.54
2017-09-12,982.58,232.18,95.59,134.88,44.05,72.46
2017-09-13,999.6,233.48,96.5,135.09,44.19,72.98
2017-09-14,992.21,236.67,95.6,134.68,43.82,72.55
2017-09-15,986.79,240.31,96.21,134.01,43.89,73.07
2017-09-18,974.19,244.24,95.8,133.76,43.82,72.93
2017-09-19,969.86,243.65,96.12,133.61,43.7,73.2
2017-09-20,973.21,246.54,96.88,134.99,43.51,72.72
2017-09-21,964.65,247.1,96.57,134.42,43.15,72.01
2017-09-22,955.1,247.5,96.29,134.3,43.23,72.2
2017-09-25,939.79,245.44,97.23,134.98,43.42,71.09
2017-09-26,938.6,244.84,96.32,135.62,43.31,71.09
2017-09-27,950.87,246.37,96.91,134.79,42.43,71.66
2017-09-28,956.4,245.39,95.75,134.79,42.68,71.68
2017-09-29,961.35,245.33,96.26,134.25,42.78,72.28
2017-10-02,959.19,247.05,97.52,135.71,42.58,72.4
2017-10-03,957.1,246.54,98.42,135.82,42.95,72.06
2017-10-04,965.45,246.83,98.19,135.55,43.24,72.47
2017-10-05,980.85,249.85,97.76,135.77,43.26,73.72
2017-10-06,989.58,249.55,97.72,135.55,43.23,73.74
2017-10-09,990.99,249.37,97.23,136.39,43.16,74.03
2017-10-10,987.2,251.82,97.24,137.42,43.6,74.03
2017-10-11,995.0,252.31,96.24,136.6,43.81,74.15
2017-10-12,1000.93,252.77,94.66,136.06,43.82,74.83
2017-10-13,1002.94,251.64,95.09,136.12,43.89,75.19
2017-10-16,1006.34,250.68,95.83,135.87,44.31,75.35
2017-10-17,1009.13,249.59,96.05,135.6,44.21,75.29
2017-10-18,997.0,250.96,95.94,147.62,44.1,75.31
2017-10-19,986.61,250.0,96.69,148.89,44.28,75.6
2017-10-20,982.91,255.51,97.07,149.97,44.08,76.47
2017-10-23,966.3,253.16,96.38,147.64,44.02,76.49
2017-10-24,975.9,256.71,95.98,144.24,43.89,76.52
2017-10-25,972.91,249.4,95.51,142.04,43.77,76.3
2017-10-26,972.43,250.22,96.25,142.13,43.94,76.42
2017-10-27,1100.95,247.51,96.0,142.21,43.79,81.32
2017-10-30,1110.85,250.2,95.74,142.84,43.59,81.4
2017-10-31,1105.28,248.97,95.51,142.56,43.7,80.71
2017-11-01,1103.68,249.47,96.71,142.53,43.53,80.71
2017-11-02,1094.22,253.46,96.04,141.9,43.6,81.56
2017-11-03,1111.6,252.61,96.33,140.27,43.69,81.64
2017-11-06,1120.66,254.85,98.28,139.58,43.22,81.96
2017-11-07,1123.17,256.84,99.23,140.05,43.66,81.77
2017-11-08,1132.88,256.3,98.81,140.26,43.89,82.05
2017-11-09,1129.13,254.89,100.27,140.47,43.94,81.59
2017-11-10,1125.35,253.1,102.32,139.41,44.23,81.38
2017-11-13,1129.17,254.62,102.28,138.7,44.4,81.44
2017-11-14,1136.84,253.98,100.75,139.15,45.08,81.56
2017-11-15,1126.69,255.05,101.26,137.48,44.49,80.92
2017-11-16,1137.29,255.86,101.17,139.37,44.24,81.14
2017-11-17,1129.88,254.46,101.01,139.23,43.44,80.36
2017-11-20,1126.31,256.76,100.34,140.67,43.21,80.48
2017-11-21,1139.49,259.05,100.58,142.01,43.51,81.64
2017-11-22,1156.16,257.27,100.33,141.84,43.57,81.05
2017-11-24,1186.0,257.98,100.23,141.91,43.6,81.19
2017-11-27,1195.83,257.69,100.38,142.04,43.62,81.79
2017-11-28,1193.6,260.02,100.98,142.5,43.56,82.77
2017-11-29,1161.27,261.29,102.77,143.51,43.24,81.27
2017-11-30,1176.75,268.57,102.36,143.9,43.86,82.08
2017-12-01,1162.35,263.31,102.78,144.64,44.05,82.17
2017-12-04,1133.95,269.71,107.63,146.23,44.3,79.07
2017-12-05,1141.57,267.35,104.7,145.19,44.33,79.57
2017-12-06,1152.35,270.0,102.99,144.02,44.51,80.73
2017-12-07,1159.79,273.59,102.79,143.53,43.87,80.44
2017-12-08,1162.0,277.4,102.6,144.69,43.42,82.07
2017-12-11,1168.92,274.74,105.16,145.25,43.44,83.12
2017-12-12,1165.08,281.32,105.75,146.49,43.4,83.46
2017-12-13,1164.13,283.16,105.93,143.85,43.98,83.23
2017-12-14,1174.26,285.14,108.84,143.93,44.11,82.59
2017-12-15,1179.14,285.2,109.53,142.53,44.26,84.7
2017-12-18,1190.58,287.34,109.3,143.3,44.01,84.24
2017-12-19,1187.38,288.41,110.06,143.21,44.2,83.7
2017-12-20,1177.62,289.04,107.98,142.95,44.15,83.4
2017-12-21,1174.76,286.26,107.86,141.59,43.69,83.38
2017-12-22,1168.36,286.33,106.97,142.53,43.68,83.39
2017-12-26,1176.76,286.58,106.43,142.84,43.9,83.28
2017-12-27,1182.26,286.83,105.96,143.12,44.01,83.58
2017-12-28,1186.1,287.54,106.09,143.97,43.81,83.59
2017-12-29,1169.47,286.14,105.83,143.39,43.96,83.42
2018-01-02,1189.01,288.02,110.05,144.16,43.64,83.82
2018-01-03,1204.2,288.95,110.53,148.13,43.54,84.21
2018-01-04,1209.59,287.85,110.48,151.13,44.15,84.95
2018-01-05,1229.14,299.66,109.88,151.86,44.14,86.0
2018-01-08,1246.87,300.93,108.3,152.78,44.08,86.09
2018-01-09,1252.7,308.96,108.22,153.12,44.3,86.03
2018-01-10,1254.33,310.74,107.76,153.44,44.14,85.64
2018-01-11,1276.68,318.37,109.26,153.46,44.12,85.9
2018-01-12,1305.2,326.22,110.71,152.47,44.22,87.38
2018-01-16,1304.86,325.2,108.96,153.14,44.59,86.16
2018-01-17,1295.0,340.58,110.22,157.62,44.86,87.9
2018-01-18,1293.32,330.05,108.7,158.06,44.92,87.86
2018-01-19,1294.58,327.69,108.86,151.75,45.19,87.77
2018-01-22,1327.31,327.95,109.37,151.97,45.4,89.34
2018-01-23,1362.54,325.61,108.69,155.38,45.47,89.62
2018-01-24,1357.51,324.74,108.78,154.56,45.83,89.54
2018-01-25,1377.95,332.91,108.82,154.65,45.84,90.04
2018-01-26,1402.05,333.02,110.44,156.4,46.5,91.73
2018-01-29,1417.68,330.69,109.8,155.89,45.71,91.59
2018-01-30,1437.82,327.67,108.39,152.92,45.43,90.44
2018-01-31,1450.89,343.84,106.97,152.99,45.6,92.65
2018-02-01,1390.0,346.33,108.77,151.78,45.47,91.92
2018-02-02,1429.95,338.54,107.0,148.63,44.78,89.5
2018-02-05,1390.0,319.1,103.07,142.56,43.01,85.82
2018-02-06,1442.84,330.78,104.51,145.18,42.8,89.06
2018-02-07,1416.78,337.77,103.12,143.79,42.7,87.39
2018-02-08,1350.5,321.44,99.77,139.3,41.3,82.9
2018-02-09,1339.6,324.53,101.48,141.11,41.33,85.99
2018-02-12,1386.23,335.23,101.78,142.89,42.13,86.92
2018-02-13,1414.51,334.6,102.49,142.28,42.34,87.6
2018-02-14,1451.05,336.25,102.97,146.06,42.26,88.97
2018-02-15,1461.76,347.57,103.54,147.24,42.91,90.79
2018-02-16,1448.69,346.19,104.87,147.4,43.1,90.14
2018-02-20,1468.35,344.54,104.33,146.44,42.15,90.84
2018-02-21,1482.92,343.58,103.41,145.31,41.53,89.64
2018-02-22,1485.34,347.04,103.6,144.57,41.7,89.87
2018-02-23,1500.0,347.77,105.58,146.78,42.2,92.16
2018-02-26,1521.95,354.42,108.1,149.67,42.19,93.49
2018-02-27,1511.98,355.55,103.23,147.75,41.8,92.29
2018-02-28,1512.45,353.18,101.55,147.07,41.41,91.87
2018-03-01,1493.45,340.97,100.97,145.17,41.61,90.97
2018-03-02,1500.25,336.08,101.38,145.81,41.89,91.17
2018-03-05,1523.61,343.95,101.8,148.13,42.06,91.75
2018-03-06,1537.64,340.22,103.3,146.97,42.09,91.43
2018-03-07,1545.0,338.39,101.97,149.42,41.99,91.96
2018-03-08,1551.86,340.03,102.41,147.43,42.59,92.52
2018-03-09,1578.89,345.68,103.1,150.36,42.95,94.59
2018-03-12,1598.39,335.61,103.53,151.25,42.67,94.81
2018-03-13,1588.18,330.22,102.11,150.37,42.71,92.5
2018-03-14,1591.0,322.02,102.28,149.23,42.32,91.95
2018-03-15,1582.32,321.75,101.63,150.64,42.21,92.28
2018-03-16,1571.68,322.23,101.26,151.25,42.01,92.69
2018-03-19,1544.93,323.49,99.9,148.51,41.82,91.01
2018-03-20,1586.51,329.21,99.77,147.42,41.72,91.25
2018-03-21,1581.86,328.69,100.23,147.89,41.57,90.61
2018-03-22,1544.92,311.64,99.03,143.54,41.33,87.97
2018-03-23,1495.56,313.0,97.0,140.52,40.92,85.42
2018-03-26,1555.86,320.77,99.08,144.75,41.27,91.88
2018-03-27,1497.05,313.11,97.81,143.37,41.46,87.66
2018-03-28,1431.42,312.04,97.0,143.95,41.88,87.58
2018-03-29,1447.34,319.7,98.87,144.81,41.98,89.42
2018-04-02,1371.99,314.4,97.12,141.64,41.25,86.73
2018-04-03,1392.05,322.57,97.87,141.43,41.93,87.9
2018-04-04,1410.57,319.27,99.37,145.46,42.77,90.46
2018-04-05,1451.75,328.01,100.52,145.37,42.92,90.51
2018-04-06,1405.23,317.99,98.78,142.11,42.46,88.41
2018-04-09,1406.08,314.44,98.14,144.11,42.37,88.93
2018-04-10,1436.22,326.48,99.79,146.66,42.52,91.0
2018-04-11,1427.05,319.2,99.23,146.63,42.52,90.0
2018-04-12,1448.5,329.06,98.82,149.19,42.56,91.69
2018-04-13,1430.79,321.07,98.78,147.9,43.03,91.2
2018-04-16,1441.5,323.5,98.68,149.02,43.19,92.27
2018-04-17,1503.83,328.32,100.58,151.87,43.38,94.13
2018-04-18,1527.84,332.5,99.63,140.43,43.03,94.49
2018-04-19,1556.91,332.15,99.32,139.4,42.83,94.17
2018-04-20,1527.49,330.22,98.68,136.76,42.28,93.08
2018-04-23,1517.86,330.39,98.59,137.66,42.51,93.42
2018-04-24,1460.09,320.85,97.91,137.38,41.63,91.24
2018-04-25,1460.17,334.31,99.57,137.74,41.02,90.44
2018-04-26,1517.96,334.24,98.28,138.48,41.32,92.35
2018-04-27,1572.62,332.38,97.68,138.25,41.87,93.88
2018-04-30,1566.13,325.24,98.76,136.81,41.77,91.63
2018-05-01,1582.26,321.32,98.5,136.85,41.17,93.08
2018-05-02,1569.68,316.11,98.06,134.45,40.66,91.62
2018-05-03,1572.08,322.44,97.22,134.01,40.49,92.17
2018-05-04,1580.95,326.09,99.57,135.82,40.95,93.24
2018-05-07,1600.14,331.94,100.88,135.17,40.74,94.27
2018-05-08,1592.39,329.93,100.2,134.96,40.42,93.87
2018-05-09,1608.0,335.91,98.41,136.09,40.39,94.98
2018-05-10,1609.08,337.16,100.09,137.65,40.77,95.93
2018-05-11,1602.91,335.59,100.48,137.55,40.74,95.72
2018-05-14,1601.54,337.67,100.84,137.7,40.64,96.05
2018-05-15,1576.12,335.25,101.31,137.17,40.33,95.35
2018-05-16,1587.28,334.13,103.4,138.02,40.16,95.6
2018-05-17,1581.76,337.23,102.71,137.89,40.89,94.64
2018-05-18,1574.37,344.18,102.31,137.49,40.77,94.82
2018-05-21,1585.46,356.62,102.44,138.84,41.0,96.04
2018-05-22,1581.4,347.89,102.45,138.46,40.84,95.94
2018-05-23,1601.86,352.0,101.28,138.06,40.99,97.08
2018-05-24,1603.07,351.79,100.52,137.48,40.91,96.74
2018-05-25,1610.15,352.86,100.6,137.07,40.99,96.79
2018-05-29,1612.87,345.41,98.13,134.76,41.26,96.44
2018-05-30,1624.89,351.0,98.42,136.1,41.69,97.37
2018-05-31,1629.62,345.09,97.92,134.85,41.57,97.26
2018-06-01,1641.54,349.56,97.81,135.46,41.68,99.18
2018-06-04,1665.27,353.49,98.68,136.5,42.04,100.05
2018-06-05,1696.35,352.87,98.38,137.13,41.67,100.56
2018-06-06,1695.75,364.1,100.32,138.09,42.01,100.85
2018-06-07,1689.3,361.13,100.87,138.71,41.99,99.27
2018-06-08,1683.99,362.08,102.36,139.46,42.48,100.01
2018-06-11,1689.12,363.49,102.72,139.88,42.66,99.44
2018-06-12,1698.75,363.18,102.7,140.16,42.93,99.69
2018-06-13,1704.86,356.55,104.65,139.66,42.71,99.24
2018-06-14,1723.86,355.15,107.05,138.56,42.5,99.8
2018-06-15,1715.97,350.7,107.15,138.74,43.03,98.53
2018-06-18,1723.79,347.62,105.39,137.87,42.47,99.25
2018-06-19,1734.78,334.27,104.44,137.32,42.52,99.25
2018-06-20,1750.08,335.81,105.48,136.11,42.19,100.24
2018-06-21,1730.22,330.88,104.24,134.79,42.02,99.52
2018-06-22,1715.67,332.11,104.68,134.82,42.18,98.81
2018-06-25,1663.15,324.55,102.82,132.45,42.5,96.82
2018-06-26,1691.09,324.65,102.63,132.72,42.26,97.5
2018-06-27,1660.51,323.2,102.34,131.19,42.0,95.98
2018-06-28,1701.45,327.93,103.13,133.64,42.4,97.05
2018-06-29,1699.8,328.78,103.17,133.31,42.78,97.03
2018-07-02,1713.78,329.33,103.69,133.47,42.67,98.41
2018-07-03,1693.96,326.25,102.42,133.19,42.9,97.47
2018-07-05,1699.73,326.49,103.7,134.96,43.56,98.17
2018-07-06,1710.63,327.92,103.97,135.97,43.54,99.54
2018-07-09,1739.02,335.06,105.2,137.79,43.3,100.22
2018-07-10,1743.07,340.19,105.21,138.09,43.86,100.49
2018-07-11,1755.0,333.76,107.21,138.31,43.68,100.35
2018-07-12,1796.62,339.08,107.42,139.75,43.57,102.53
2018-07-13,1813.03,343.75,109.15,139.23,43.63,103.75
2018-07-16,1822.49,348.95,109.35,138.81,43.62,103.23
2018-07-17,1843.93,349.72,109.45,136.93,44.13,104.26
2018-07-18,1842.92,353.0,109.84,137.91,44.0,103.44
2018-07-19,1812.97,348.2,111.27,142.42,43.99,102.73
2018-07-20,1813.7,347.78,110.62,139.66,44.16,104.57
2018-07-23,1802.0,346.18,110.23,139.04,43.84,106.24
2018-07-24,1829.24,351.08,109.85,139.69,44.14,105.94
2018-07-25,1863.61,348.78,110.32,139.92,44.95,109.06
2018-07-26,1808.0,352.11,112.64,140.0,45.1,107.87
2018-07-27,1817.27,353.41,111.75,138.51,45.07,105.96
2018-07-30,1779.22,344.01,111.76,138.84,45.09,103.69
2018-07-31,1777.44,349.15,112.69,138.3,45.48,104.38
2018-08-01,1797.17,345.68,112.1,136.94,45.24,104.58
2018-08-02,1834.33,342.71,111.88,136.42,45.04,105.85
2018-08-03,1823.29,341.45,113.21,140.95,45.47,106.31
2018-08-06,1847.75,339.61,115.05,139.35,45.5,106.4
2018-08-07,1862.48,343.72,115.66,140.29,45.35,107.14
2018-08-08,1886.52,340.8,113.1,140.17,45.01,107.74
2018-08-09,1898.52,338.49,113.28,139.64,45.2,107.92
2018-08-10,1886.3,334.24,111.81,139.36,44.94,107.26
2018-08-13,1896.2,333.21,111.26,137.66,44.7,106.48
2018-08-14,1919.65,333.97,111.88,138.28,44.76,107.81
2018-08-15,1882.62,326.71,111.98,138.81,44.94,106.35
2018-08-16,1886.52,340.71,111.61,140.19,45.08,106.33
2018-08-17,1882.22,341.12,111.61,140.89,45.45,106.27
2018-08-20,1876.71,345.4,111.13,141.32,45.57,105.57
2018-08-21,1883.42,348.38,111.52,140.8,45.08,104.69
2018-08-22,1904.9,344.7,111.08,140.1,44.79,105.75
2018-08-23,1902.9,342.19,111.14,140.22,44.57,106.25
2018-08-24,1905.39,344.06,111.07,140.87,44.5,107.08
2018-08-27,1927.68,348.35,111.47,141.5,44.56,108.26
2018-08-28,1932.82,345.86,111.71,141.4,44.25,108.92
2018-08-29,1998.1,344.86,111.58,142.32,44.21,110.65
2018-08-30,2002.38,341.62,111.06,140.76,43.84,110.59
2018-08-31,2012.71,337.57,111.16,141.29,43.47,110.96
2018-09-04,2039.51,340.98,110.0,140.52,43.65,110.35
2018-09-05,1994.82,341.4,109.02,141.47,44.26,107.17
2018-09-06,1958.31,345.92,109.41,141.21,44.64,107.41
2018-09-07,1952.07,343.96,110.12,140.3,44.59,106.89
2018-09-10,1939.01,336.65,109.83,140.49,44.92,108.05
2018-09-11,1987.15,339.99,108.76,141.3,44.88,109.88
2018-09-12,1990.0,348.03,108.62,141.38,45.1,110.35
2018-09-13,1989.87,350.05,109.82,143.68,45.08,111.53
2018-09-14,1970.19,354.32,108.42,143.08,45.23,111.99
2018-09-17,1908.03,350.54,108.52,142.7,45.56,110.77
2018-09-18,1941.05,358.04,108.69,143.3,45.18,111.83
2018-09-19,1926.42,359.66,108.94,143.78,45.2,110.34
2018-09-20,1944.3,361.86,110.76,145.8,45.87,112.19
2018-09-21,1915.01,366.56,109.55,145.99,45.81,112.87
2018-09-24,1934.36,362.39,111.9,144.72,45.31,113.27
2018-09-25,1974.55,361.64,112.76,143.64,44.93,113.05
2018-09-26,1974.85,359.47,114.32,146.24,45.1,112.59
2018-09-27,2012.98,361.79,115.15,146.14,45.25,113.02
2018-09-28,2003.0,366.24,116.04,145.86,45.43,112.98
2018-10-01,2004.36,376.47,115.35,147.58,45.47,114.2
2018-10-02,1971.31,380.49,116.75,148.31,45.75,113.75
2018-10-03,1952.76,386.33,116.01,147.8,45.12,113.77
2018-10-04,1909.42,384.05,115.24,145.95,45.1,111.41
2018-10-05,1889.65,380.58,113.9,143.75,45.13,110.76
2018-10-08,1864.42,379.89,115.13,143.14,45.72,109.5
2018-10-09,1870.32,379.57,115.99,142.03,45.63,110.89
2018-10-10,1755.25,361.87,111.99,137.64,44.93,104.87
2018-10-11,1719.36,352.66,110.29,134.1,43.91,104.62
2018-10-12,1788.61,354.63,111.74,135.86,43.95,108.23
2018-10-15,1760.95,353.41,112.57,136.13,44.17,106.29
2018-10-16,1819.96,362.64,115.3,139.98,44.74,109.65
2018-10-17,1831.73,359.93,116.23,129.3,45.11,109.36
2018-10-18,1770.72,353.88,115.29,125.93,44.86,107.18
2018-10-19,1764.03,350.83,117.98,124.53,45.57,107.34
2018-10-22,1789.3,350.56,117.36,125.42,45.21,108.29
2018-10-23,1768.7,344.72,116.94,126.56,45.6,106.78
2018-10-24,1664.2,349.25,110.75,122.71,45.96,101.07
2018-10-25,1782.17,358.23,113.28,121.97,45.75,106.98
2018-10-26,1642.81,353.8,112.32,120.37,45.17,105.66
2018-10-29,1538.88,330.48,112.17,115.4,45.7,102.58
2018-10-30,1530.42,344.58,113.88,111.31,46.85,102.47
2018-10-31,1598.01,349.46,113.95,111.34,47.09,105.51
2018-11-01,1665.53,357.54,115.21,112.69,46.96,104.63
2018-11-02,1665.53,352.3,114.29,111.57,47.21,104.87
2018-11-05,1627.8,356.47,114.56,115.81,47.89,106.2
2018-11-06,1642.81,360.89,115.81,118.76,48.3,106.41
2018-11-07,1755.49,366.35,116.15,120.42,48.56,110.59
2018-11-08,1754.91,366.81,115.11,120.53,48.52,110.39
2018-11-09,1712.43,365.39,117.09,120.68,48.86,108.23
2018-11-12,1636.85,353.22,115.8,118.1,49.05,105.57
2018-11-13,1631.17,345.78,115.95,118.05,49.04,105.64
2018-11-14,1599.01,341.04,116.22,117.42,48.94,104.14
2018-11-15,1619.44,337.92,116.21,118.63,48.92,106.43
2018-11-16,1593.41,332.36,115.3,118.76,49.35,107.43
2018-11-19,1512.29,317.51,114.53,117.53,49.68,103.79
2018-11-20,1495.46,314.31,111.01,114.49,48.57,100.9
2018-11-21,1516.73,313.93,112.16,115.83,47.93,102.29
2018-11-23,1502.06,308.98,111.22,114.48,48.21,102.25
2018-11-26,1581.33,312.98,111.68,116.8,48.07,105.63
2018-11-27,1581.42,314.63,113.02,117.25,48.56,106.29
2018-11-28,1677.75,329.94,115.21,120.16,48.89,110.24
2018-11-29,1673.57,338.9,115.71,118.67,48.56,109.32
2018-11-30,1690.17,343.06,114.6,121.4,49.96,110.01
2018-12-03,1772.36,356.11,114.85,122.41,49.26,111.2
2018-12-04,1668.4,338.84,112.0,118.79,49.15,107.66
2018-12-06,1699.19,328.35,113.45,121.05,48.95,108.32
2018-12-07,1629.13,319.77,111.98,116.58,48.67,103.99
2018-12-10,1641.03,322.86,111.86,118.33,48.81,106.74
2018-12-11,1643.24,318.59,111.97,118.09,49.11,107.73
2018-12-12,1663.54,323.2,112.21,118.36,48.79,108.22
2018-12-13,1658.38,321.99,113.39,117.94,49.04,108.58
2018-12-14,1591.91,315.34,112.2,117.13,48.91,105.19
2018-12-17,1520.91,312.75,110.62,113.42,47.91,102.07
2018-12-18,1551.48,324.56,109.45,113.95,47.9,103.15
2018-12-19,1495.08,316.14,109.22,113.74,47.49,102.87
2018-12-20,1460.83,309.71,107.0,110.41,47.13,100.71
2018-12-21,1377.45,301.3,104.22,108.37,47.16,97.45
2018-12-24,1343.96,291.02,100.35,105.08,45.56,93.38
2018-12-26,1470.9,310.58,105.83,108.81,46.53,99.76
2018-12-27,1461.64,313.75,106.52,111.15,47.12,100.38
2018-12-28,1478.02,313.0,107.3,110.42,46.79,99.59
